proteinIDA,proteinIDB,interfaceA,interfaceB,clusterIDA,clusterIDB,entryID
8U0V-1-C-1-2514,8U0V-1-B-2-3104,/data4/hfxie/Dataset/Interfaces/8U0V/1/C-B-C,/data4/hfxie/Dataset/Interfaces/8U0V/1/C-B-B,2514,3104,8U0V
9IVP-1-M-1-3001,9IVP-1-N-2-1110,/data4/hfxie/Dataset/Interfaces/9IVP/1/M-N-M,/data4/hfxie/Dataset/Interfaces/9IVP/1/M-N-N,3001,1110,9IVP
1L4D-2-A-1-7789,1L4D-2-B-2-7059,/data4/hfxie/Dataset/Interfaces/1L4D/2/A-B-A,/data4/hfxie/Dataset/Interfaces/1L4D/2/A-B-B,7789,7059,1L4D
3UIR-2-B-1-7789,3UIR-2-D-2-4014,/data4/hfxie/Dataset/Interfaces/3UIR/2/B-D-B,/data4/hfxie/Dataset/Interfaces/3UIR/2/B-D-D,7789,4014,3UIR
6EPH-4-G-1-6966,6EPH-4-H-2-2515,/data4/hfxie/Dataset/Interfaces/6EPH/4/G-H-G,/data4/hfxie/Dataset/Interfaces/6EPH/4/G-H-H,6966,2515,6EPH
7ZKQ-1-2-1-2174,7ZKQ-1-T-5-4709,/data4/hfxie/Dataset/Interfaces/7ZKQ/1/2-T-2,/data4/hfxie/Dataset/Interfaces/7ZKQ/1/2-T-T,2174,4709,7ZKQ
6ZZX-1-B-2-3238,6ZZX-1-H-8-4619,/data4/hfxie/Dataset/Interfaces/6ZZX/1/B-H-B,/data4/hfxie/Dataset/Interfaces/6ZZX/1/B-H-H,3238,4619,6ZZX
6ZZX-1-H-8-4619,6ZZX-1-2-22-3673,/data4/hfxie/Dataset/Interfaces/6ZZX/1/H-2-H,/data4/hfxie/Dataset/Interfaces/6ZZX/1/H-2-2,4619,3673,6ZZX
6ZZY-1-B-2-3238,6ZZY-1-G-7-10553,/data4/hfxie/Dataset/Interfaces/6ZZY/1/B-G-B,/data4/hfxie/Dataset/Interfaces/6ZZY/1/B-G-G,3238,10553,6ZZY
6ZZY-1-G-7-10553,6ZZY-1-1-14-6182,/data4/hfxie/Dataset/Interfaces/6ZZY/1/G-1-G,/data4/hfxie/Dataset/Interfaces/6ZZY/1/G-1-1,10553,6182,6ZZY
6ZZX-1-G-7-10553,6ZZX-1-9-23-7408,/data4/hfxie/Dataset/Interfaces/6ZZX/1/G-9-G,/data4/hfxie/Dataset/Interfaces/6ZZX/1/G-9-9,10553,7408,6ZZX
6ZZY-1-4-16-6898,6ZZY-1-8-20-2516,/data4/hfxie/Dataset/Interfaces/6ZZY/1/4-8-4,/data4/hfxie/Dataset/Interfaces/6ZZY/1/4-8-8,6898,2516,6ZZY
6ZZY-1-a-14-6182,6ZZY-1-4-16-6898,/data4/hfxie/Dataset/Interfaces/6ZZY/1/a-4-a,/data4/hfxie/Dataset/Interfaces/6ZZY/1/a-4-4,6182,6898,6ZZY
6ZZY-1-4-16-6898,6ZZY-1-6-18-3249,/data4/hfxie/Dataset/Interfaces/6ZZY/1/4-6-4,/data4/hfxie/Dataset/Interfaces/6ZZY/1/4-6-6,6898,3249,6ZZY
6ZZY-1-B-2-3238,6ZZY-1-9-22-7408,/data4/hfxie/Dataset/Interfaces/6ZZY/1/B-9-B,/data4/hfxie/Dataset/Interfaces/6ZZY/1/B-9-9,3238,7408,6ZZY
6ZZX-1-2-22-3673,6ZZX-1-9-23-7408,/data4/hfxie/Dataset/Interfaces/6ZZX/1/2-9-2,/data4/hfxie/Dataset/Interfaces/6ZZX/1/2-9-9,3673,7408,6ZZX
6ZZY-1-3-15-7060,6ZZY-1-7-19-10355,/data4/hfxie/Dataset/Interfaces/6ZZY/1/3-7-3,/data4/hfxie/Dataset/Interfaces/6ZZY/1/3-7-7,7060,10355,6ZZY
6ZZY-1-7-19-10355,6ZZY-1-8-20-2516,/data4/hfxie/Dataset/Interfaces/6ZZY/1/7-8-7,/data4/hfxie/Dataset/Interfaces/6ZZY/1/7-8-8,10355,2516,6ZZY
6ZZY-1-6-18-3249,6ZZY-1-7-19-10355,/data4/hfxie/Dataset/Interfaces/6ZZY/1/6-7-6,/data4/hfxie/Dataset/Interfaces/6ZZY/1/6-7-7,3249,10355,6ZZY
6ZZY-1-J-8-7333,6ZZY-1-7-19-10355,/data4/hfxie/Dataset/Interfaces/6ZZY/1/J-7-J,/data4/hfxie/Dataset/Interfaces/6ZZY/1/J-7-7,7333,10355,6ZZY
8XV7-1-A-1-28,8XV7-1-B-2-12466,/data4/hfxie/Dataset/Interfaces/8XV7/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8XV7/1/A-B-B,28,12466,8XV7
2XAC-1-B-1-11878,2XAC-1-X-2-12761,/data4/hfxie/Dataset/Interfaces/2XAC/1/B-X-B,/data4/hfxie/Dataset/Interfaces/2XAC/1/B-X-X,11878,12761,2XAC
1RV6-1-W-1-56,1RV6-1-X-2-12761,/data4/hfxie/Dataset/Interfaces/1RV6/1/W-X-W,/data4/hfxie/Dataset/Interfaces/1RV6/1/W-X-X,56,12761,1RV6
1QTY-2-R-1-8176,1QTY-2-U-2-12761,/data4/hfxie/Dataset/Interfaces/1QTY/2/R-U-R,/data4/hfxie/Dataset/Interfaces/1QTY/2/R-U-U,8176,12761,1QTY
9JUS-1-f-1-6482,9JUS-1-v-2-12467,/data4/hfxie/Dataset/Interfaces/9JUS/1/f-v-f,/data4/hfxie/Dataset/Interfaces/9JUS/1/f-v-v,6482,12467,9JUS
4V02-1-B-1-11662,4V02-1-C-2-2549,/data4/hfxie/Dataset/Interfaces/4V02/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4V02/1/B-C-C,11662,2549,4V02
4NN5-1-A-1-8017,4NN5-1-B-2-7837,/data4/hfxie/Dataset/Interfaces/4NN5/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4NN5/1/A-B-B,8017,7837,4NN5
4NN5-1-A-1-8017,4NN5-1-C-3-6879,/data4/hfxie/Dataset/Interfaces/4NN5/1/A-C-A,/data4/hfxie/Dataset/Interfaces/4NN5/1/A-C-C,8017,6879,4NN5
4NN6-1-B-2-7837,4NN6-1-C-3-6879,/data4/hfxie/Dataset/Interfaces/4NN6/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4NN6/1/B-C-C,7837,6879,4NN6
1GCQ-1-B-1-11646,1GCQ-1-C-2-29,/data4/hfxie/Dataset/Interfaces/1GCQ/1/B-C-B,/data4/hfxie/Dataset/Interfaces/1GCQ/1/B-C-C,11646,29,1GCQ
8G01-1-G-2-12736,8G01-1-D-3-11879,/data4/hfxie/Dataset/Interfaces/8G01/1/G-D-G,/data4/hfxie/Dataset/Interfaces/8G01/1/G-D-D,12736,11879,8G01
8G01-1-A-1-11384,8G01-1-B-2-12736,/data4/hfxie/Dataset/Interfaces/8G01/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8G01/1/A-B-B,11384,12736,8G01
5WAS-1-A-1-12511,5WAS-1-C-3-10473,/data4/hfxie/Dataset/Interfaces/5WAS/1/A-C-A,/data4/hfxie/Dataset/Interfaces/5WAS/1/A-C-C,12511,10473,5WAS
9L74-1-A-1-3220,9L74-1-R-6-6855,/data4/hfxie/Dataset/Interfaces/9L74/1/A-R-A,/data4/hfxie/Dataset/Interfaces/9L74/1/A-R-R,3220,6855,9L74
8PMQ-1-2-1-7061,8PMQ-1-9-2-10554,/data4/hfxie/Dataset/Interfaces/8PMQ/1/2-9-2,/data4/hfxie/Dataset/Interfaces/8PMQ/1/2-9-9,7061,10554,8PMQ
8PMQ-1-9-2-10554,8PMQ-1-U-4-7720,/data4/hfxie/Dataset/Interfaces/8PMQ/1/9-U-9,/data4/hfxie/Dataset/Interfaces/8PMQ/1/9-U-U,10554,7720,8PMQ
8PMQ-1-9-2-10554,8PMQ-1-E-3-10255,/data4/hfxie/Dataset/Interfaces/8PMQ/1/9-E-9,/data4/hfxie/Dataset/Interfaces/8PMQ/1/9-E-E,10554,10255,8PMQ
8PMQ-1-E-3-10255,8PMQ-1-U-4-7720,/data4/hfxie/Dataset/Interfaces/8PMQ/1/E-U-E,/data4/hfxie/Dataset/Interfaces/8PMQ/1/E-U-U,10255,7720,8PMQ
8PMQ-1-2-1-7061,8PMQ-1-E-3-10255,/data4/hfxie/Dataset/Interfaces/8PMQ/1/2-E-2,/data4/hfxie/Dataset/Interfaces/8PMQ/1/2-E-E,7061,10255,8PMQ
7JTU-1-A-1-2517,7JTU-1-B-2-3105,/data4/hfxie/Dataset/Interfaces/7JTU/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7JTU/1/A-B-B,2517,3105,7JTU
3LQC-1-A-1-6087,3LQC-1-B-2-12147,/data4/hfxie/Dataset/Interfaces/3LQC/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3LQC/1/A-B-B,6087,12147,3LQC
2ZME-1-A-1-9622,2ZME-1-C-3-10555,/data4/hfxie/Dataset/Interfaces/2ZME/1/A-C-A,/data4/hfxie/Dataset/Interfaces/2ZME/1/A-C-C,9622,10555,2ZME
2ZME-1-B-2-6052,2ZME-1-D-3-10555,/data4/hfxie/Dataset/Interfaces/2ZME/1/B-D-B,/data4/hfxie/Dataset/Interfaces/2ZME/1/B-D-D,6052,10555,2ZME
2ZME-1-A-1-9622,2ZME-1-B-2-6052,/data4/hfxie/Dataset/Interfaces/2ZME/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2ZME/1/A-B-B,9622,6052,2ZME
3CUQ-1-A-1-9622,3CUQ-1-C-3-1624,/data4/hfxie/Dataset/Interfaces/3CUQ/1/A-C-A,/data4/hfxie/Dataset/Interfaces/3CUQ/1/A-C-C,9622,1624,3CUQ
7K0P-1-G-3-3469,7K0P-1-H-4-3002,/data4/hfxie/Dataset/Interfaces/7K0P/1/G-H-G,/data4/hfxie/Dataset/Interfaces/7K0P/1/G-H-H,3469,3002,7K0P
9LGH-1-V-1-30,9LGH-1-W-2-12468,/data4/hfxie/Dataset/Interfaces/9LGH/1/V-W-V,/data4/hfxie/Dataset/Interfaces/9LGH/1/V-W-W,30,12468,9LGH
2QQD-1-D-1-5355,2QQD-1-E-2-7013,/data4/hfxie/Dataset/Interfaces/2QQD/1/D-E-D,/data4/hfxie/Dataset/Interfaces/2QQD/1/D-E-E,5355,7013,2QQD
2QQD-1-B-2-7013,2QQD-1-C-3-678,/data4/hfxie/Dataset/Interfaces/2QQD/1/B-C-B,/data4/hfxie/Dataset/Interfaces/2QQD/1/B-C-C,7013,678,2QQD
5I4R-1-C-2-3003,5I4R-1-D-3-3782,/data4/hfxie/Dataset/Interfaces/5I4R/1/C-D-C,/data4/hfxie/Dataset/Interfaces/5I4R/1/C-D-D,3003,3782,5I4R
7VMX-1-A-1-3732,7VMX-1-B-2-3782,/data4/hfxie/Dataset/Interfaces/7VMX/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7VMX/1/A-B-B,3732,3782,7VMX
4IW3-2-K-2-3782,4IW3-2-J-1-152,/data4/hfxie/Dataset/Interfaces/4IW3/2/K-J-K,/data4/hfxie/Dataset/Interfaces/4IW3/2/K-J-J,3782,152,4IW3
4AP4-1-A-1-7820,4AP4-1-F-3-7720,/data4/hfxie/Dataset/Interfaces/4AP4/1/A-F-A,/data4/hfxie/Dataset/Interfaces/4AP4/1/A-F-F,7820,7720,4AP4
5AIU-1-A-1-7820,5AIU-1-E-2-4737,/data4/hfxie/Dataset/Interfaces/5AIU/1/A-E-A,/data4/hfxie/Dataset/Interfaces/5AIU/1/A-E-E,7820,4737,5AIU
6M5S-1-A-1-901,6M5S-1-B-2-12469,/data4/hfxie/Dataset/Interfaces/6M5S/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6M5S/1/A-B-B,901,12469,6M5S
6M5S-1-B-2-12469,6M5S-1-C-3-4584,/data4/hfxie/Dataset/Interfaces/6M5S/1/B-C-B,/data4/hfxie/Dataset/Interfaces/6M5S/1/B-C-C,12469,4584,6M5S
6M5U-1-A-1-901,6M5U-1-C-3-4584,/data4/hfxie/Dataset/Interfaces/6M5U/1/A-C-A,/data4/hfxie/Dataset/Interfaces/6M5U/1/A-C-C,901,4584,6M5U
8HFS-1-Z-2-1495,8HFS-1-B-3-1663,/data4/hfxie/Dataset/Interfaces/8HFS/1/Z-B-Z,/data4/hfxie/Dataset/Interfaces/8HFS/1/Z-B-B,1495,1663,8HFS
8HFS-1-B-3-1663,8HFS-1-A-4-7062,/data4/hfxie/Dataset/Interfaces/8HFS/1/B-A-B,/data4/hfxie/Dataset/Interfaces/8HFS/1/B-A-A,1663,7062,8HFS
8HFS-1-Z-2-1495,8HFS-1-A-4-7062,/data4/hfxie/Dataset/Interfaces/8HFS/1/Z-A-Z,/data4/hfxie/Dataset/Interfaces/8HFS/1/Z-A-A,1495,7062,8HFS
8HFS-1-Y-1-4961,8HFS-1-A-4-7062,/data4/hfxie/Dataset/Interfaces/8HFS/1/Y-A-Y,/data4/hfxie/Dataset/Interfaces/8HFS/1/Y-A-A,4961,7062,8HFS
3NQZ-1-A-1-8554,3NQZ-1-B-2-6899,/data4/hfxie/Dataset/Interfaces/3NQZ/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3NQZ/1/A-B-B,8554,6899,3NQZ
7TVF-2-B-2-11457,7TVF-2-A-3-9083,/data4/hfxie/Dataset/Interfaces/7TVF/2/B-A-B,/data4/hfxie/Dataset/Interfaces/7TVF/2/B-A-A,11457,9083,7TVF
7TVF-2-C-1-9884,7TVF-2-B-2-11457,/data4/hfxie/Dataset/Interfaces/7TVF/2/C-B-C,/data4/hfxie/Dataset/Interfaces/7TVF/2/C-B-B,9884,11457,7TVF
9MEZ-2-C-1-11457,9MEZ-2-D-2-8899,/data4/hfxie/Dataset/Interfaces/9MEZ/2/C-D-C,/data4/hfxie/Dataset/Interfaces/9MEZ/2/C-D-D,11457,8899,9MEZ
9B4T-1-A-1-3123,9B4T-1-B-2-11457,/data4/hfxie/Dataset/Interfaces/9B4T/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9B4T/1/A-B-B,3123,11457,9B4T
7NQA-1-A-1-10108,7NQA-1-D-2-11301,/data4/hfxie/Dataset/Interfaces/7NQA/1/A-D-A,/data4/hfxie/Dataset/Interfaces/7NQA/1/A-D-D,10108,11301,7NQA
6QV1-1-A-1-5084,6QV1-1-E-3-11301,/data4/hfxie/Dataset/Interfaces/6QV1/1/A-E-A,/data4/hfxie/Dataset/Interfaces/6QV1/1/A-E-E,5084,11301,6QV1
6QV1-1-B-2-2868,6QV1-1-E-3-11301,/data4/hfxie/Dataset/Interfaces/6QV1/1/B-E-B,/data4/hfxie/Dataset/Interfaces/6QV1/1/B-E-E,2868,11301,6QV1
9RIU-2-C-1-11301,9RIU-2-D-2-3048,/data4/hfxie/Dataset/Interfaces/9RIU/2/C-D-C,/data4/hfxie/Dataset/Interfaces/9RIU/2/C-D-D,11301,3048,9RIU
8HXQ-1-B-1-4425,8HXQ-1-D-2-11980,/data4/hfxie/Dataset/Interfaces/8HXQ/1/B-D-B,/data4/hfxie/Dataset/Interfaces/8HXQ/1/B-D-D,4425,11980,8HXQ
1XU2-1-A-1-2834,1XU2-1-R-2-11980,/data4/hfxie/Dataset/Interfaces/1XU2/1/A-R-A,/data4/hfxie/Dataset/Interfaces/1XU2/1/A-R-R,2834,11980,1XU2
7ZHR-1-A-1-12148,7ZHR-1-B-2-11981,/data4/hfxie/Dataset/Interfaces/7ZHR/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7ZHR/1/A-B-B,12148,11981,7ZHR
9LUN-1-A-1-8573,9LUN-1-C-3-31,/data4/hfxie/Dataset/Interfaces/9LUN/1/A-C-A,/data4/hfxie/Dataset/Interfaces/9LUN/1/A-C-C,8573,31,9LUN
7ZCG-1-B-1-7063,7ZCG-1-A-2-10556,/data4/hfxie/Dataset/Interfaces/7ZCG/1/B-A-B,/data4/hfxie/Dataset/Interfaces/7ZCG/1/B-A-A,7063,10556,7ZCG
5MU7-1-A-1-4712,5MU7-1-B-2-11647,/data4/hfxie/Dataset/Interfaces/5MU7/1/A-B-A,/data4/hfxie/Dataset/Interfaces/5MU7/1/A-B-B,4712,11647,5MU7
8UHE-1-G-1-12470,8UHE-1-H-2-2669,/data4/hfxie/Dataset/Interfaces/8UHE/1/G-H-G,/data4/hfxie/Dataset/Interfaces/8UHE/1/G-H-H,12470,2669,8UHE
8UHE-1-A-1-12470,8UHE-1-K-6-5599,/data4/hfxie/Dataset/Interfaces/8UHE/1/A-K-A,/data4/hfxie/Dataset/Interfaces/8UHE/1/A-K-K,12470,5599,8UHE
9I1R-1-M-1-12470,9I1R-1-i-4-11920,/data4/hfxie/Dataset/Interfaces/9I1R/1/M-i-M,/data4/hfxie/Dataset/Interfaces/9I1R/1/M-i-i,12470,11920,9I1R
9I1R-1-E-1-12470,9I1R-1-S-7-10875,/data4/hfxie/Dataset/Interfaces/9I1R/1/E-S-E,/data4/hfxie/Dataset/Interfaces/9I1R/1/E-S-S,12470,10875,9I1R
9I1R-1-a-1-12470,9I1R-1-k-6-1865,/data4/hfxie/Dataset/Interfaces/9I1R/1/a-k-a,/data4/hfxie/Dataset/Interfaces/9I1R/1/a-k-k,12470,1865,9I1R
9I1R-1-J-5-10817,9I1R-1-X-1-12470,/data4/hfxie/Dataset/Interfaces/9I1R/1/J-X-J,/data4/hfxie/Dataset/Interfaces/9I1R/1/J-X-X,10817,12470,9I1R
6CWD-1-G-1-8046,6CWD-1-H-2-3470,/data4/hfxie/Dataset/Interfaces/6CWD/1/G-H-G,/data4/hfxie/Dataset/Interfaces/6CWD/1/G-H-H,8046,3470,6CWD
9CM9-1-K-1-26,9CM9-1-Z-2-10475,/data4/hfxie/Dataset/Interfaces/9CM9/1/K-Z-K,/data4/hfxie/Dataset/Interfaces/9CM9/1/K-Z-Z,26,10475,9CM9
9UKV-1-A-1-10557,9UKV-1-B-2-5856,/data4/hfxie/Dataset/Interfaces/9UKV/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9UKV/1/A-B-B,10557,5856,9UKV
2A1U-1-A-1-1664,2A1U-1-B-2-6156,/data4/hfxie/Dataset/Interfaces/2A1U/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2A1U/1/A-B-B,1664,6156,2A1U
6THD-1-1-1-10248,6THD-1-4-4-12471,/data4/hfxie/Dataset/Interfaces/6THD/1/1-4-1,/data4/hfxie/Dataset/Interfaces/6THD/1/1-4-4,10248,12471,6THD
6THD-1-3-3-4774,6THD-1-4-4-12471,/data4/hfxie/Dataset/Interfaces/6THD/1/3-4-3,/data4/hfxie/Dataset/Interfaces/6THD/1/3-4-4,4774,12471,6THD
6THD-1-2-2-4158,6THD-1-4-4-12471,/data4/hfxie/Dataset/Interfaces/6THD/1/2-4-2,/data4/hfxie/Dataset/Interfaces/6THD/1/2-4-4,4158,12471,6THD
3M63-1-A-1-5692,3M63-1-B-2-12737,/data4/hfxie/Dataset/Interfaces/3M63/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3M63/1/A-B-B,5692,12737,3M63
8RTL-1-G-5-1095,8RTL-1-H-3-6566,/data4/hfxie/Dataset/Interfaces/8RTL/1/G-H-G,/data4/hfxie/Dataset/Interfaces/8RTL/1/G-H-H,1095,6566,8RTL
9EA8-1-A-1-4796,9EA8-1-B-2-3704,/data4/hfxie/Dataset/Interfaces/9EA8/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9EA8/1/A-B-B,4796,3704,9EA8
9G12-1-B-1-2383,9G12-1-D-2-4713,/data4/hfxie/Dataset/Interfaces/9G12/1/B-D-B,/data4/hfxie/Dataset/Interfaces/9G12/1/B-D-D,2383,4713,9G12
1DX5-4-L-2-2550,1DX5-4-P-3-2541,/data4/hfxie/Dataset/Interfaces/1DX5/4/L-P-L,/data4/hfxie/Dataset/Interfaces/1DX5/4/L-P-P,2550,2541,1DX5
7V2W-1-F-1-10169,7V2W-1-J-5-11961,/data4/hfxie/Dataset/Interfaces/7V2W/1/F-J-F,/data4/hfxie/Dataset/Interfaces/7V2W/1/F-J-J,10169,11961,7V2W
7V2W-1-H-3-6624,7V2W-1-J-5-11961,/data4/hfxie/Dataset/Interfaces/7V2W/1/H-J-H,/data4/hfxie/Dataset/Interfaces/7V2W/1/H-J-J,6624,11961,7V2W
7LUV-1-B-2-11961,7LUV-1-C-3-98,/data4/hfxie/Dataset/Interfaces/7LUV/1/B-C-B,/data4/hfxie/Dataset/Interfaces/7LUV/1/B-C-C,11961,98,7LUV
7CEG-1-A-1-5357,7CEG-1-B-2-13369,/data4/hfxie/Dataset/Interfaces/7CEG/1/A-B-A,/data4/hfxie/Dataset/Interfaces/7CEG/1/A-B-B,5357,13369,7CEG
2XB6-1-A-1-13369,2XB6-1-C-2-12573,/data4/hfxie/Dataset/Interfaces/2XB6/1/A-C-A,/data4/hfxie/Dataset/Interfaces/2XB6/1/A-C-C,13369,12573,2XB6
4NG2-2-B-1-7064,4NG2-2-H-2-10558,/data4/hfxie/Dataset/Interfaces/4NG2/2/B-H-B,/data4/hfxie/Dataset/Interfaces/4NG2/2/B-H-H,7064,10558,4NG2
1QA9-2-C-1-12149,1QA9-2-D-2-2384,/data4/hfxie/Dataset/Interfaces/1QA9/2/C-D-C,/data4/hfxie/Dataset/Interfaces/1QA9/2/C-D-D,12149,2384,1QA9
5FWY-1-A-1-9386,5FWY-1-B-2-4097,/data4/hfxie/Dataset/Interfaces/5FWY/1/A-B-A,/data4/hfxie/Dataset/Interfaces/5FWY/1/A-B-B,9386,4097,5FWY
8Z21-1-B-2-3008,8Z21-1-D-4-4806,/data4/hfxie/Dataset/Interfaces/8Z21/1/B-D-B,/data4/hfxie/Dataset/Interfaces/8Z21/1/B-D-D,3008,4806,8Z21
8Z21-1-C-3-12514,8Z21-1-D-4-4806,/data4/hfxie/Dataset/Interfaces/8Z21/1/C-D-C,/data4/hfxie/Dataset/Interfaces/8Z21/1/C-D-D,12514,4806,8Z21
8Z21-1-A-1-10476,8Z21-1-C-3-12514,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-C-A,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-C-C,10476,12514,8Z21
8Z21-1-A-1-10476,8Z21-1-D-4-4806,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-D-A,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-D-D,10476,4806,8Z21
8Z21-1-A-1-10476,8Z21-1-B-2-3008,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8Z21/1/A-B-B,10476,3008,8Z21
5X0Z-2-C-1-11648,5X0Z-2-F-2-32,/data4/hfxie/Dataset/Interfaces/5X0Z/2/C-F-C,/data4/hfxie/Dataset/Interfaces/5X0Z/2/C-F-F,11648,32,5X0Z
9GEI-1-A-1-12738,9GEI-1-B-2-9750,/data4/hfxie/Dataset/Interfaces/9GEI/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9GEI/1/A-B-B,12738,9750,9GEI
6C9K-1-B-1-13215,6C9K-1-V-2-5499,/data4/hfxie/Dataset/Interfaces/6C9K/1/B-V-B,/data4/hfxie/Dataset/Interfaces/6C9K/1/B-V-V,13215,5499,6C9K
6NHV-1-A-1-3701,6NHV-1-R-3-13215,/data4/hfxie/Dataset/Interfaces/6NHV/1/A-R-A,/data4/hfxie/Dataset/Interfaces/6NHV/1/A-R-R,3701,13215,6NHV
3QBT-1-A-1-8567,3QBT-1-B-2-11880,/data4/hfxie/Dataset/Interfaces/3QBT/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3QBT/1/A-B-B,8567,11880,3QBT
3F1S-1-A-1-3108,3F1S-1-B-2-4249,/data4/hfxie/Dataset/Interfaces/3F1S/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3F1S/1/A-B-B,3108,4249,3F1S
2J8X-2-C-1-11881,2J8X-2-D-2-10404,/data4/hfxie/Dataset/Interfaces/2J8X/2/C-D-C,/data4/hfxie/Dataset/Interfaces/2J8X/2/C-D-D,11881,10404,2J8X
6LYJ-2-B-1-11881,6LYJ-2-D-2-11322,/data4/hfxie/Dataset/Interfaces/6LYJ/2/B-D-B,/data4/hfxie/Dataset/Interfaces/6LYJ/2/B-D-D,11881,11322,6LYJ
6FNN-1-A-1-6573,6FNN-1-C-2-9563,/data4/hfxie/Dataset/Interfaces/6FNN/1/A-C-A,/data4/hfxie/Dataset/Interfaces/6FNN/1/A-C-C,6573,9563,6FNN
8IMI-1-0-1-10980,8IMI-1-L-4-2669,/data4/hfxie/Dataset/Interfaces/8IMI/1/0-L-0,/data4/hfxie/Dataset/Interfaces/8IMI/1/0-L-L,10980,2669,8IMI
8IMJ-1-0-1-10980,8IMJ-1-m-5-10875,/data4/hfxie/Dataset/Interfaces/8IMJ/1/0-m-0,/data4/hfxie/Dataset/Interfaces/8IMJ/1/0-m-m,10980,10875,8IMJ
4CJ1-1-A-1-4622,4CJ1-1-B-2-4320,/data4/hfxie/Dataset/Interfaces/4CJ1/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4CJ1/1/A-B-B,4622,4320,4CJ1
3ZVQ-1-A-1-10164,3ZVQ-1-B-2-8555,/data4/hfxie/Dataset/Interfaces/3ZVQ/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3ZVQ/1/A-B-B,10164,8555,3ZVQ
8F5P-1-B-2-4585,8F5P-1-C-3-2551,/data4/hfxie/Dataset/Interfaces/8F5P/1/B-C-B,/data4/hfxie/Dataset/Interfaces/8F5P/1/B-C-C,4585,2551,8F5P
9KO6-1-C-1-2519,9KO6-1-R-2-1534,/data4/hfxie/Dataset/Interfaces/9KO6/1/C-R-C,/data4/hfxie/Dataset/Interfaces/9KO6/1/C-R-R,2519,1534,9KO6
8I6O-1-C-1-4250,8I6O-1-D-2-3436,/data4/hfxie/Dataset/Interfaces/8I6O/1/C-D-C,/data4/hfxie/Dataset/Interfaces/8I6O/1/C-D-D,4250,3436,8I6O
7R49-1-A-1-9147,7R49-1-H-2-12151,/data4/hfxie/Dataset/Interfaces/7R49/1/A-H-A,/data4/hfxie/Dataset/Interfaces/7R49/1/A-H-H,9147,12151,7R49
4GIP-1-B-1-255,4GIP-1-E-2-33,/data4/hfxie/Dataset/Interfaces/4GIP/1/B-E-B,/data4/hfxie/Dataset/Interfaces/4GIP/1/B-E-E,255,33,4GIP
8C24-1-B-1-11386,8C24-1-C-2-4623,/data4/hfxie/Dataset/Interfaces/8C24/1/B-C-B,/data4/hfxie/Dataset/Interfaces/8C24/1/B-C-C,11386,4623,8C24
8VSR-1-C-1-3011,8VSR-1-D-2-8343,/data4/hfxie/Dataset/Interfaces/8VSR/1/C-D-C,/data4/hfxie/Dataset/Interfaces/8VSR/1/C-D-D,3011,8343,8VSR
9Q1A-1-B-1-7065,9Q1A-1-D-2-5664,/data4/hfxie/Dataset/Interfaces/9Q1A/1/B-D-B,/data4/hfxie/Dataset/Interfaces/9Q1A/1/B-D-D,7065,5664,9Q1A
5SX5-1-J-2-7300,5SX5-1-M-3-8061,/data4/hfxie/Dataset/Interfaces/5SX5/1/J-M-J,/data4/hfxie/Dataset/Interfaces/5SX5/1/J-M-M,7300,8061,5SX5
7KP7-1-A-1-256,7KP7-1-E-2-15,/data4/hfxie/Dataset/Interfaces/7KP7/1/A-E-A,/data4/hfxie/Dataset/Interfaces/7KP7/1/A-E-E,256,15,7KP7
6IAN-2-D-2-12473,6IAN-2-E-3-4586,/data4/hfxie/Dataset/Interfaces/6IAN/2/D-E-D,/data4/hfxie/Dataset/Interfaces/6IAN/2/D-E-E,12473,4586,6IAN
